parametr;etykieta;beta;OR;ci_low;ci_high;CI_95%;p_value
wiek;Wiek, lata;0.011964124777496447;1.0120359811988018;0.9840184198579964;1.0408512753133483;0.98-1.04;0.4035812258136898
log_crp(0-0,5);log(CRP);0.8660033995633297;2.377390362037423;1.4291937156395174;3.954666796851503;1.43-3.95;0.0008519247727186527
SpO2;Saturacja, %;-0.378560034797186;0.6848468551788427;0.537301583440581;0.8729086782976475;0.54-0.87;0.0022286841300737563
log_kreatynina(0,5-1,2);log(kreatynina);0.9934326216913586;2.7004883355949962;0.39372684987456735;18.52207247996398;0.39-18.52;0.31192178151726135
MAP;Średnie ciśnienie tętnicze, mmHg;0.006006361525597905;1.0060244358839094;0.9821109931133393;1.0305201476130306;0.98-1.03;0.624599602039224
log_troponina I (0-7,8));log(troponina I);0.3936196405821373;1.4823366207397601;1.0346343977110257;2.1237664841294843;1.03-2.12;0.03190853071623252
