parametr;etykieta;beta;OR;ci_low;ci_high;CI_95%;p_value
wiek;Wiek, lata;0.028977001831734874;1.0294009198673282;1.0095117304308647;1.0496819619633646;1.01-1.05;0.0036029644311091655
